fpr,RF-tpr,fpr,ET-tpr,fpr,AdaBoost-tpr,fpr,GBDT-tpr,fpr,XGBoost-tpr,fpr,LightGBM-tpr,fpr,HFS-LightGBM-tpr
,,,,0.615384615,0.775510204,0.882478632,0.959183673,0.878205128,0.93877551,0.959401709,1,,
,,,,0.673076923,0.775510204,0.888888889,0.959183673,0.893162393,0.93877551,1,1,,
,,,,0.673076923,0.795918367,0.888888889,0.979591837,0.893162393,0.959183673,,,,
,,,,0.683760684,0.795918367,0.967948718,0.979591837,0.952991453,0.959183673,,,,
,,,,0.683760684,0.816326531,0.967948718,1,0.952991453,0.979591837,,,,
,,,,0.754273504,0.816326531,1,1,0.974358974,0.979591837,,,,
,,,,0.754273504,0.836734694,,,0.974358974,1,,,,
,,,,0.760683761,0.836734694,,,1,1,,,,
,,,,0.760683761,0.857142857,,,,,,,,
,,,,0.811965812,0.857142857,,,,,,,,
,,,,0.811965812,0.87755102,,,,,,,,
,,,,0.814102564,0.87755102,,,,,,,,
,,,,0.816239316,0.897959184,,,,,,,,
,,,,0.820512821,0.897959184,,,,,,,,
,,,,0.820512821,0.918367347,,,,,,,,
,,,,0.824786325,0.918367347,,,,,,,,
,,,,0.829059829,0.918367347,,,,,,,,
,,,,0.856837607,0.918367347,,,,,,,,
,,,,0.861111111,0.918367347,,,,,,,,
,,,,0.916666667,0.918367347,,,,,,,,
,,,,0.916666667,0.93877551,,,,,,,,
,,,,0.961538462,0.93877551,,,,,,,,
,,,,0.961538462,0.959183673,,,,,,,,
,,,,0.97008547,0.959183673,,,,,,,,
,,,,0.97008547,0.979591837,,,,,,,,
,,,,0.982905983,0.979591837,,,,,,,,
,,,,0.982905983,1,,,,,,,,
,,,,1,1,,,,,,,,
